#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:7015	entrez gene/locuslink:155807	biogrid:112874|entrez gene/locuslink:TERT	biogrid:1205540|entrez gene/locuslink:vpr|entrez gene/locuslink:HIV1gp4	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	-	psi-mi:"MI:0004"(affinity chromatography technology)	"Wang X (2013)"	pubmed:23612978	taxid:9606	taxid:11676	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:859769	-
entrez gene/locuslink:9730	entrez gene/locuslink:7015	biogrid:115079|entrez gene/locuslink:VPRBP	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:DCAF1(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Wang X (2013)"	pubmed:23612978	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:859770	-
entrez gene/locuslink:7015	entrez gene/locuslink:10519	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115774|entrez gene/locuslink:CIB1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CIB(gene name synonym)|entrez gene/locuslink:CIBP(gene name synonym)|entrez gene/locuslink:KIP1(gene name synonym)|entrez gene/locuslink:PRKDCIP(gene name synonym)|entrez gene/locuslink:SIP2-28(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Lee GE (2004)"	pubmed:15190070	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:868636	-
entrez gene/locuslink:10519	entrez gene/locuslink:7015	biogrid:115774|entrez gene/locuslink:CIB1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:CIB(gene name synonym)|entrez gene/locuslink:CIBP(gene name synonym)|entrez gene/locuslink:KIP1(gene name synonym)|entrez gene/locuslink:PRKDCIP(gene name synonym)|entrez gene/locuslink:SIP2-28(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Lee GE (2004)"	pubmed:15190070	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:868637	-
entrez gene/locuslink:7015	entrez gene/locuslink:10519	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115774|entrez gene/locuslink:CIB1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CIB(gene name synonym)|entrez gene/locuslink:CIBP(gene name synonym)|entrez gene/locuslink:KIP1(gene name synonym)|entrez gene/locuslink:PRKDCIP(gene name synonym)|entrez gene/locuslink:SIP2-28(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lee GE (2004)"	pubmed:15190070	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:868683	-
entrez gene/locuslink:7015	entrez gene/locuslink:23657	biogrid:112874|entrez gene/locuslink:TERT	biogrid:117179|entrez gene/locuslink:SLC7A11	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CCBR1(gene name synonym)|entrez gene/locuslink:xCT(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872842	-
entrez gene/locuslink:7015	entrez gene/locuslink:7323	biogrid:112874|entrez gene/locuslink:TERT	biogrid:113171|entrez gene/locuslink:UBE2D3	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:"E2(17)KB3"(gene name synonym)|entrez gene/locuslink:UBC4/5(gene name synonym)|entrez gene/locuslink:UBCH5C(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872843	-
entrez gene/locuslink:7015	entrez gene/locuslink:23350	biogrid:112874|entrez gene/locuslink:TERT	biogrid:116932|entrez gene/locuslink:U2SURP	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:SR140(gene name synonym)|entrez gene/locuslink:fSAPa(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872844	-
entrez gene/locuslink:7015	entrez gene/locuslink:3658	biogrid:112874|entrez gene/locuslink:TERT	biogrid:109866|entrez gene/locuslink:IREB2	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ACO3(gene name synonym)|entrez gene/locuslink:IRP2(gene name synonym)|entrez gene/locuslink:IRP2AD(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872845	-
entrez gene/locuslink:7015	entrez gene/locuslink:7048	biogrid:112874|entrez gene/locuslink:TERT	biogrid:112906|entrez gene/locuslink:TGFBR2	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:AAT3(gene name synonym)|entrez gene/locuslink:FAA3(gene name synonym)|entrez gene/locuslink:LDS1B(gene name synonym)|entrez gene/locuslink:LDS2(gene name synonym)|entrez gene/locuslink:LDS2B(gene name synonym)|entrez gene/locuslink:MFS2(gene name synonym)|entrez gene/locuslink:RIIC(gene name synonym)|entrez gene/locuslink:TAAD2(gene name synonym)|entrez gene/locuslink:TGFR-2(gene name synonym)|entrez gene/locuslink:TGFbeta-RII(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872846	-
entrez gene/locuslink:7015	entrez gene/locuslink:2717	biogrid:112874|entrez gene/locuslink:TERT	biogrid:108981|entrez gene/locuslink:GLA	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:GALA(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872847	-
entrez gene/locuslink:7015	entrez gene/locuslink:26135	biogrid:112874|entrez gene/locuslink:TERT	biogrid:117571|entrez gene/locuslink:SERBP1|entrez gene/locuslink:CGI-55	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CHD3IP(gene name synonym)|entrez gene/locuslink:HABP4L(gene name synonym)|entrez gene/locuslink:PAI-RBP1(gene name synonym)|entrez gene/locuslink:PAIRBP1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872848	-
entrez gene/locuslink:7015	entrez gene/locuslink:8655	biogrid:112874|entrez gene/locuslink:TERT	biogrid:114206|entrez gene/locuslink:DYNLL1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:DLC1(gene name synonym)|entrez gene/locuslink:DLC8(gene name synonym)|entrez gene/locuslink:DNCL1(gene name synonym)|entrez gene/locuslink:DNCLC1(gene name synonym)|entrez gene/locuslink:LC8(gene name synonym)|entrez gene/locuslink:LC8a(gene name synonym)|entrez gene/locuslink:PIN(gene name synonym)|entrez gene/locuslink:hdlc1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872849	-
entrez gene/locuslink:7015	entrez gene/locuslink:51105	biogrid:112874|entrez gene/locuslink:TERT	biogrid:119294|entrez gene/locuslink:PHF20L1|entrez gene/locuslink:CGI-72	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:TDRD20B(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872850	-
entrez gene/locuslink:7015	entrez gene/locuslink:506	biogrid:112874|entrez gene/locuslink:TERT	biogrid:106994|entrez gene/locuslink:ATP5B	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ATPMB(gene name synonym)|entrez gene/locuslink:ATPSB(gene name synonym)|entrez gene/locuslink:HEL-S-271(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872851	-
entrez gene/locuslink:7015	entrez gene/locuslink:91442	biogrid:112874|entrez gene/locuslink:TERT	biogrid:124833|entrez gene/locuslink:C19orf40	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:FAAP24(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872852	-
entrez gene/locuslink:7015	entrez gene/locuslink:5201	biogrid:112874|entrez gene/locuslink:TERT	biogrid:111223|entrez gene/locuslink:PFDN1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:PDF(gene name synonym)|entrez gene/locuslink:PFD1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872853	-
entrez gene/locuslink:7015	entrez gene/locuslink:22948	biogrid:112874|entrez gene/locuslink:TERT	biogrid:116603|entrez gene/locuslink:CCT5	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CCT-epsilon(gene name synonym)|entrez gene/locuslink:CCTE(gene name synonym)|entrez gene/locuslink:HEL-S-69(gene name synonym)|entrez gene/locuslink:TCP-1-epsilon(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872854	-
entrez gene/locuslink:7015	entrez gene/locuslink:1965	biogrid:112874|entrez gene/locuslink:TERT	biogrid:108285|entrez gene/locuslink:EIF2S1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:EIF-2(gene name synonym)|entrez gene/locuslink:EIF-2A(gene name synonym)|entrez gene/locuslink:EIF-2alpha(gene name synonym)|entrez gene/locuslink:EIF2(gene name synonym)|entrez gene/locuslink:EIF2A(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872855	-
entrez gene/locuslink:7015	entrez gene/locuslink:29090	biogrid:112874|entrez gene/locuslink:TERT	biogrid:118859|entrez gene/locuslink:TIMM21|entrez gene/locuslink:HSPC154	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:C18orf55(gene name synonym)|entrez gene/locuslink:TIM21(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872856	-
entrez gene/locuslink:7015	entrez gene/locuslink:10376	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115651|entrez gene/locuslink:TUBA1B	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:K-ALPHA-1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872857	-
entrez gene/locuslink:7015	entrez gene/locuslink:26986	biogrid:112874|entrez gene/locuslink:TERT	biogrid:117939|entrez gene/locuslink:PABPC1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:PAB1(gene name synonym)|entrez gene/locuslink:PABP(gene name synonym)|entrez gene/locuslink:PABP1(gene name synonym)|entrez gene/locuslink:PABPC2(gene name synonym)|entrez gene/locuslink:PABPL1(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872858	-
entrez gene/locuslink:7015	entrez gene/locuslink:302	biogrid:112874|entrez gene/locuslink:TERT	biogrid:106799|entrez gene/locuslink:ANXA2	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ANX2(gene name synonym)|entrez gene/locuslink:ANX2L4(gene name synonym)|entrez gene/locuslink:CAL1H(gene name synonym)|entrez gene/locuslink:HEL-S-270(gene name synonym)|entrez gene/locuslink:LIP2(gene name synonym)|entrez gene/locuslink:LPC2(gene name synonym)|entrez gene/locuslink:LPC2D(gene name synonym)|entrez gene/locuslink:P36(gene name synonym)|entrez gene/locuslink:PAP-IV(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872859	-
entrez gene/locuslink:7015	entrez gene/locuslink:317781	biogrid:112874|entrez gene/locuslink:TERT	biogrid:130475|entrez gene/locuslink:DDX51	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	-	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872860	-
entrez gene/locuslink:7015	entrez gene/locuslink:55872	biogrid:112874|entrez gene/locuslink:TERT	biogrid:120971|entrez gene/locuslink:PBK	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CT84(gene name synonym)|entrez gene/locuslink:HEL164(gene name synonym)|entrez gene/locuslink:Nori-3(gene name synonym)|entrez gene/locuslink:SPK(gene name synonym)|entrez gene/locuslink:TOPK(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872861	-
entrez gene/locuslink:7015	entrez gene/locuslink:79689	biogrid:112874|entrez gene/locuslink:TERT	biogrid:122810|entrez gene/locuslink:STEAP4	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:STAMP2(gene name synonym)|entrez gene/locuslink:TIARP(gene name synonym)|entrez gene/locuslink:TNFAIP9(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872862	-
entrez gene/locuslink:7015	entrez gene/locuslink:10449	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115713|entrez gene/locuslink:ACAA2	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:DSAEC(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872863	-
